id,datetime,visitor_id,device_type,revenue,tax
121,2019-10-20 00:00:00,2144985475998,3,127.1177327235925,0.19
122,2019-10-15 00:00:00,32230429966306,4,53.73391430221497,0.19
123,2019-08-26 00:00:00,70302616411659,1,1229.7147546200608,0.19
124,2019-08-19 00:00:00,33473130421512,1,95.75952051189603,0.07
125,2019-08-24 00:00:00,30242889444581,3,434.70927409718996,0.19
126,2019-09-24 00:00:00,62547685303839,4,553.8752558450941,0.07
127,2019-08-24 00:00:00,29739454337412,2,573.5295821895461,0.07
128,2019-09-14 00:00:00,58342887421824,2,400.66559759531526,0.07
129,2019-08-22 00:00:00,57711266526931,4,1073.6432435499578,0.07
130,2019-08-28 00:00:00,58711966291507,3,855.3706575497486,0.07
131,2019-09-17 00:00:00,98020091458039,4,268.5036366606161,0.19
132,2019-08-15 00:00:00,2404178036246,3,867.8622862933407,0.19
133,2019-09-01 00:00:00,63200906034394,3,970.9482363034558,0.19
134,2019-09-26 00:00:00,76263612485018,2,1138.5516348575,0.19
135,2019-09-11 00:00:00,79057738218250,2,36.886008651158825,0.07
136,2019-10-15 00:00:00,74811486670216,4,517.9178826631378,0.19
137,2019-10-25 00:00:00,39968721847105,4,284.7533935295778,0.07
138,2019-08-13 00:00:00,57768575774419,4,1.4104803279998692,0.07
139,2019-09-10 00:00:00,46626363688036,4,57.93490292514078,0.07
140,2019-08-15 00:00:00,26379414989804,1,192.2000114946193,0.19
141,2019-09-13 00:00:00,86373249798687,2,1133.2979786147719,0.07
142,2019-09-28 00:00:00,73041876226907,4,370.7810799538589,0.19
143,2019-10-19 00:00:00,82937968309427,3,504.3291452499319,0.07
144,2019-10-20 00:00:00,31874138200182,4,628.659636979511,0.07
145,2019-08-22 00:00:00,8746901373044,2,27.163562152278768,0.19
146,2019-09-09 00:00:00,32766694536511,3,337.36351928050055,0.07
147,2019-08-11 00:00:00,53380026029283,3,282.8701838030323,0.19
148,2019-08-17 00:00:00,64694086206474,4,337.50549405051436,0.07
149,2019-09-17 00:00:00,78033327432238,1,442.85742590251283,0.07
150,2019-08-07 00:00:00,61596726268355,4,780.280553615938,0.07
151,2019-09-22 00:00:00,696471322797,2,251.89656591696595,0.07
152,2019-10-18 00:00:00,17074544653216,1,1016.0774629324264,0.07
153,2019-10-26 00:00:00,46867499719996,1,845.7824629373506,0.19
154,2019-10-27 00:00:00,72515262185313,2,603.1222577620421,0.19
155,2019-08-06 00:00:00,29338400618673,1,274.1856615594939,0.19
156,2019-11-01 00:00:00,58384091037630,4,1031.8375322338388,0.07
157,2019-10-22 00:00:00,75044192427365,3,248.7800551834479,0.07
158,2019-10-19 00:00:00,82022647357682,4,883.3974025701536,0.07
159,2019-08-11 00:00:00,72714931690865,1,874.2982203791586,0.19
160,2019-10-24 00:00:00,99094913875672,1,406.8824180767544,0.19
161,2019-10-11 00:00:00,48838228682393,3,806.5046189143698,0.19
162,2019-10-21 00:00:00,12832092260284,1,110.00487099959805,0.19
163,2019-09-20 00:00:00,28393368948826,2,207.92050212069665,0.19
164,2019-08-30 00:00:00,45281151514884,4,621.0068229668316,0.19
165,2019-08-06 00:00:00,18806762222218,4,866.5999004678908,0.19
166,2019-11-03 00:00:00,48133977535357,1,739.1754726968761,0.07
167,2019-09-14 00:00:00,86291335955461,1,534.0241521607774,0.07
168,2019-10-03 00:00:00,10441179245759,4,812.6618937177014,0.07
169,2019-09-07 00:00:00,86202254902906,2,161.05321073078727,0.07
170,2019-09-13 00:00:00,6397692115309,2,845.8095634872318,0.07
171,2019-10-09 00:00:00,49451679619828,4,1103.065742111626,0.19
172,2019-11-03 00:00:00,85329349401224,2,36.921665769597546,0.19
173,2019-11-03 00:00:00,11478239028512,4,998.2633212117975,0.19
174,2019-09-10 00:00:00,79540047544052,4,473.12148504382,0.19
175,2019-10-24 00:00:00,25249238738718,3,381.95579301667163,0.19
176,2019-09-28 00:00:00,92028604144104,1,115.35813456649623,0.19
177,2019-10-08 00:00:00,38469549974220,2,250.9674983359033,0.07
178,2019-09-20 00:00:00,31147233899056,2,40.25304543906384,0.19
179,2019-10-13 00:00:00,72166646925123,1,390.71445711110596,0.19
180,2019-10-29 00:00:00,20822310027153,4,464.9464920534026,0.07
181,2019-08-29 00:00:00,17015371063415,4,986.2114671725669,0.07
182,2019-09-28 00:00:00,84610345702327,3,197.86420714549146,0.07
183,2019-09-05 00:00:00,98414938682825,4,244.64551566498653,0.07
184,2019-10-23 00:00:00,63166487186959,2,828.4002229048085,0.19
185,2019-08-28 00:00:00,78621644312950,3,35.030028257312296,0.19
186,2019-10-25 00:00:00,2521639348317,4,1040.2874063798554,0.07
187,2019-10-02 00:00:00,37199673053588,1,681.2812172113634,0.19
188,2019-08-26 00:00:00,77897436341417,1,772.4060672921655,0.07
189,2019-08-24 00:00:00,82720402786607,3,244.5612651318767,0.07
190,2019-10-08 00:00:00,61217730502305,1,689.7931555103534,0.07
191,2019-10-13 00:00:00,15349552823277,3,934.62020293792,0.19
192,2019-10-29 00:00:00,83156790900938,2,432.0177558092746,0.07
193,2019-10-16 00:00:00,81429640855024,3,747.0287278488676,0.19
194,2019-09-01 00:00:00,26726126683197,1,709.0786447808395,0.07
195,2019-08-21 00:00:00,67272237547020,1,1028.6400886131107,0.19
196,2019-08-27 00:00:00,57272798494141,3,950.5338675968536,0.07
197,2019-09-07 00:00:00,37634138685633,2,336.539165650186,0.19
198,2019-08-22 00:00:00,65668315736227,2,927.8379916114891,0.07
199,2019-08-09 00:00:00,77625437166605,1,1191.5301366359831,0.19
200,2019-10-28 00:00:00,37532206428843,3,520.4398106005377,0.19
201,2019-09-15 00:00:00,17556095599792,4,547.9087201557835,0.07
202,2019-09-14 00:00:00,32601703238920,4,843.7554314839421,0.19
203,2019-08-12 00:00:00,8211386250130,3,493.8322156177173,0.07
204,2019-10-23 00:00:00,18382673212693,1,959.7684269128187,0.19
205,2019-09-01 00:00:00,22399115224220,1,917.6137894330511,0.07
206,2019-10-05 00:00:00,38712799665538,4,716.3407267987938,0.07
207,2019-10-26 00:00:00,93507204971755,3,447.5677469366437,0.19
208,2019-10-21 00:00:00,7382127522277,1,895.8054393988641,0.07
209,2019-09-20 00:00:00,10698522990654,4,262.56435982765385,0.07
210,2019-08-11 00:00:00,68338791853544,4,562.6301024388637,0.07
211,2019-08-08 00:00:00,90315681642134,1,579.4639314008501,0.19
212,2019-09-20 00:00:00,55768570081962,3,633.0975463105015,0.19
213,2019-09-28 00:00:00,2507880091335,4,158.27987303074454,0.07
214,2019-09-19 00:00:00,35353957232995,4,873.1723791106052,0.07
215,2019-10-01 00:00:00,93685526993860,4,17.943415737623106,0.07
216,2019-10-09 00:00:00,40278915353239,4,926.3355028238794,0.07
217,2019-08-16 00:00:00,87409142901766,2,1036.9868573648284,0.07
218,2019-09-13 00:00:00,37532206428843,4,543.3261106554545,0.19
219,2019-09-03 00:00:00,2086917030708,1,1051.6311214729335,0.07
220,2019-10-29 00:00:00,64847350491582,4,1178.3583202785576,0.19
221,2019-10-22 00:00:00,12112217177864,4,289.2986947320836,0.19
222,2019-10-03 00:00:00,15879709360611,1,1006.3847064134956,0.19
223,2019-10-17 00:00:00,1988258251896,2,272.3675971480817,0.07
224,2019-10-05 00:00:00,49586564372940,3,637.1224453465187,0.07
225,2019-09-08 00:00:00,50858910942896,3,7.518344555604406,0.19
226,2019-09-07 00:00:00,59210507405112,3,103.3467518301242,0.19
227,2019-08-29 00:00:00,84614719586455,1,250.46344810768323,0.07
228,2019-10-06 00:00:00,19687282188823,2,973.4311640887736,0.19
229,2019-10-23 00:00:00,53067635695797,2,720.110318839948,0.19
230,2019-09-12 00:00:00,19687282188823,3,565.297743943781,0.19
231,2019-08-07 00:00:00,4058704125570,1,231.79321176440178,0.19
232,2019-10-30 00:00:00,95197492184610,4,530.9142945678367,0.07
233,2019-09-22 00:00:00,76304454656332,3,236.56828569805134,0.19
234,2019-08-28 00:00:00,38255290592927,2,697.1510469078441,0.07
235,2019-10-11 00:00:00,10827646079247,1,1199.5633192577275,0.07
236,2019-09-22 00:00:00,90765096333427,4,522.6567476285796,0.07
237,2019-10-05 00:00:00,13338811947619,1,923.8597752168644,0.07
238,2019-08-17 00:00:00,31381868671164,4,680.5445447740944,0.07
239,2019-10-03 00:00:00,36167575509560,3,584.3705233864889,0.07
240,2019-09-14 00:00:00,27567058713509,4,441.4511111114964,0.19
241,2019-08-29 00:00:00,66936803455365,3,1066.7481299473204,0.07
242,2019-10-15 00:00:00,98198722289603,3,826.1213857119028,0.19
243,2019-10-01 00:00:00,58289270550674,4,632.8763816527287,0.07
244,2019-08-20 00:00:00,14497740870073,4,286.8979578670701,0.19
245,2019-08-31 00:00:00,17712536102649,4,554.4317321553109,0.19
246,2019-08-26 00:00:00,95237120994766,2,972.5274278780812,0.19
247,2019-09-23 00:00:00,21443715510070,2,848.3300915587181,0.19
248,2019-09-06 00:00:00,65457803850577,2,1084.190467850744,0.07
249,2019-08-19 00:00:00,8119136818471,2,791.1230381008842,0.07
250,2019-09-29 00:00:00,50853147901423,2,292.69222796167685,0.07
251,2019-10-10 00:00:00,91931974797392,3,736.1522822954037,0.19
252,2019-10-02 00:00:00,83577995191748,3,656.4023693347292,0.19
253,2019-10-04 00:00:00,13211367900270,3,1069.2288674457466,0.07
254,2019-08-21 00:00:00,40692451581985,1,526.9425904964049,0.19
255,2019-10-22 00:00:00,27930497600262,2,528.6406409451919,0.19
256,2019-09-20 00:00:00,99126830143165,3,368.26592364046013,0.19
257,2019-10-01 00:00:00,80065136783836,1,911.6813426857475,0.07
258,2019-10-03 00:00:00,52376183538822,1,557.6748264865837,0.19
259,2019-10-20 00:00:00,2666045211699,2,58.968174793014526,0.07
260,2019-09-15 00:00:00,35601601087149,3,550.2175265295233,0.07
261,2019-10-08 00:00:00,25662618227295,3,424.9451355831295,0.19
262,2019-08-30 00:00:00,59506003137877,1,845.5930274688293,0.07
263,2019-08-26 00:00:00,35174727331619,2,1024.5953709504813,0.07
264,2019-09-07 00:00:00,2339074478104,1,773.7386370936007,0.19
265,2019-09-26 00:00:00,14262500170292,4,971.5497801268705,0.19
266,2019-08-29 00:00:00,60844228528810,4,1018.7463277057268,0.19
267,2019-09-03 00:00:00,55799729262919,3,153.15203160129857,0.07
268,2019-10-10 00:00:00,46735096856415,4,65.22135622121256,0.19
269,2019-10-03 00:00:00,95078718581654,4,208.19427129423102,0.07
270,2019-08-10 00:00:00,71609081202171,4,976.7887887822994,0.19
271,2019-08-31 00:00:00,44944277658386,1,694.2923393856505,0.07
272,2019-10-18 00:00:00,2404178036246,1,248.87075245963888,0.07
273,2019-08-18 00:00:00,96667340588795,1,589.6532429722843,0.07
274,2019-09-13 00:00:00,88367278839508,1,198.24307324402042,0.07
275,2019-08-19 00:00:00,10674636295267,3,1018.1002840993576,0.07
276,2019-10-02 00:00:00,60723483660888,1,631.1737302300969,0.19
277,2019-10-17 00:00:00,20036311839020,3,252.260146253226,0.19
278,2019-11-01 00:00:00,54025513931879,1,565.2712364481921,0.19
279,2019-09-17 00:00:00,56506946116975,2,710.6772964035326,0.19
280,2019-11-02 00:00:00,97918556949769,1,139.49639975253615,0.07
281,2019-08-16 00:00:00,46073391748758,2,849.5900085876152,0.07
282,2019-10-21 00:00:00,13288310009225,2,710.9588485589769,0.07
283,2019-09-22 00:00:00,11346661602529,1,50.53628270445609,0.19
284,2019-09-01 00:00:00,8181768934502,2,71.1578235456758,0.19
285,2019-10-21 00:00:00,73293765302634,3,785.6488761190618,0.19
286,2019-08-07 00:00:00,29456898890357,4,431.30937072584953,0.07
287,2019-10-28 00:00:00,13254512462375,2,577.3123194287634,0.19
288,2019-09-26 00:00:00,53037315548969,2,22.257441913758978,0.19
289,2019-09-08 00:00:00,35868083522548,1,620.3180606399145,0.07
290,2019-09-03 00:00:00,54686232484756,4,1167.5831099549978,0.07
291,2019-09-09 00:00:00,5229891965018,2,1032.3926000823556,0.19
292,2019-08-15 00:00:00,21581068597227,3,1007.2964351613966,0.19
293,2019-08-28 00:00:00,84725499961911,3,803.4129276297118,0.07
294,2019-10-10 00:00:00,25793115747188,2,557.4991752332661,0.19
295,2019-10-12 00:00:00,12770198341288,4,262.51998518173093,0.19
296,2019-08-27 00:00:00,62460955269333,1,662.8154941236455,0.19
297,2019-10-15 00:00:00,66493906025687,4,864.404058269122,0.07
298,2019-10-19 00:00:00,35254955759386,2,817.4129407779943,0.07
299,2019-09-18 00:00:00,59238814497747,2,1108.643374459086,0.07
300,2019-10-05 00:00:00,6650846820916,4,548.395916684952,0.19
301,2019-08-21 00:00:00,45546484045065,1,649.7207714836368,0.07
302,2019-09-21 00:00:00,81673733125078,2,176.7432879112194,0.07
303,2019-08-07 00:00:00,811945222094,3,615.4720980684879,0.19
304,2019-08-26 00:00:00,62055983495027,2,642.7272577613899,0.07
305,2019-08-31 00:00:00,66981520617716,3,241.6124906052246,0.19
306,2019-08-16 00:00:00,28393368948826,4,1196.6349290668018,0.19
307,2019-10-07 00:00:00,18959853076729,3,1053.7976367513118,0.19
308,2019-10-06 00:00:00,98387289449951,3,440.74254890389,0.19
309,2019-08-26 00:00:00,76110568798871,3,655.3043998765183,0.19
310,2019-09-18 00:00:00,22879843507858,1,714.2325949759226,0.07
311,2019-08-24 00:00:00,38059726764377,4,362.0225377739947,0.07
312,2019-08-06 00:00:00,95544654123292,3,591.1552143921034,0.07
313,2019-08-16 00:00:00,96883769273574,2,318.6239077621042,0.07
314,2019-09-25 00:00:00,62556923106807,4,748.3180488669403,0.19
315,2019-09-11 00:00:00,97050951631857,2,971.095737624426,0.07
316,2019-09-22 00:00:00,28791890098995,1,23.557190251778714,0.07
317,2019-10-04 00:00:00,42470263856138,4,1196.568045556072,0.07
318,2019-09-25 00:00:00,10491952450672,3,1069.3143689068727,0.19
319,2019-08-19 00:00:00,92862483328878,2,488.23644743242136,0.07
320,2019-08-17 00:00:00,89383413204380,2,917.4838604299733,0.19
321,2019-08-26 00:00:00,65004257238368,2,487.94575983410647,0.19
322,2019-10-17 00:00:00,75118531672639,1,541.2281304633976,0.19
323,2019-10-18 00:00:00,42616538380651,3,547.5960363643402,0.19
324,2019-10-17 00:00:00,37252412149199,2,183.5903442108926,0.19
325,2019-10-12 00:00:00,62146801940663,2,144.35474188206277,0.07
326,2019-10-03 00:00:00,17758634549650,2,712.0550558917919,0.19
327,2019-09-08 00:00:00,56513401642207,4,79.9563605254009,0.07
328,2019-10-27 00:00:00,41359763290548,4,893.2979479244804,0.07
329,2019-10-17 00:00:00,65438226566028,2,927.6664920082914,0.07
330,2019-10-23 00:00:00,72048741030221,1,424.8502398174745,0.19
331,2019-09-16 00:00:00,63379528476523,4,1034.7461244470462,0.19
332,2019-09-02 00:00:00,82495538111240,2,1087.8655024406921,0.07
333,2019-09-01 00:00:00,70208224506060,1,640.2077885336963,0.19
334,2019-09-25 00:00:00,97484631123613,4,407.84798041323154,0.19
335,2019-10-02 00:00:00,19781994955287,2,635.844362974782,0.07
336,2019-09-05 00:00:00,21426907304644,4,734.9792681749894,0.07
337,2019-09-04 00:00:00,9506441220753,1,69.90681274482247,0.19
338,2019-10-22 00:00:00,36233404283876,1,1181.7755528176567,0.19
339,2019-08-22 00:00:00,16644459031305,1,224.30119700729296,0.19
340,2019-09-21 00:00:00,9717736031844,4,675.080207059554,0.07
341,2019-10-16 00:00:00,48518617231976,1,761.2520234183811,0.19
342,2019-10-19 00:00:00,27394093850491,1,549.5404065791895,0.19
343,2019-08-20 00:00:00,71523398635143,4,545.5615053333446,0.19
344,2019-10-19 00:00:00,33554454888315,4,330.28512727982485,0.19
345,2019-09-04 00:00:00,65004257238368,2,616.5839757380871,0.19
346,2019-10-28 00:00:00,34095578469395,2,565.8072535784261,0.07
347,2019-10-22 00:00:00,3834222619038,2,144.29819710722327,0.19
348,2019-08-18 00:00:00,68488525727247,1,811.0444073882403,0.19
349,2019-08-20 00:00:00,58040322695919,2,570.756648714641,0.07
350,2019-08-14 00:00:00,63759226206117,3,1051.4829917324091,0.19
351,2019-09-27 00:00:00,75384348881430,4,251.16689442600875,0.07
352,2019-09-20 00:00:00,91597615095488,2,687.1868076107941,0.19
353,2019-08-19 00:00:00,76956575269751,3,174.4735386706781,0.19
354,2019-08-06 00:00:00,77119251441412,4,391.1003704497094,0.07
355,2019-10-16 00:00:00,2144985475998,1,790.2150539348969,0.07
356,2019-08-11 00:00:00,47283822084497,1,585.6067802688889,0.19
357,2019-09-07 00:00:00,57370495041967,2,894.1249557532669,0.19
358,2019-08-23 00:00:00,6386380465407,3,243.70310138250747,0.19
359,2019-08-29 00:00:00,70540833279484,3,333.1228359410783,0.07
360,2019-09-04 00:00:00,29937006135175,1,445.32836109403473,0.19
361,2019-10-10 00:00:00,98020091458039,3,50.19592156854226,0.07
362,2019-09-07 00:00:00,41942363678570,4,745.3911030027971,0.07
363,2019-09-14 00:00:00,56705892581513,3,364.517281351957,0.07
364,2019-10-06 00:00:00,72252710728166,1,689.3512796749374,0.07
365,2019-10-25 00:00:00,22749068977717,3,943.5690729059241,0.07
366,2019-10-14 00:00:00,94057593648094,4,985.4287097415578,0.19
367,2019-09-03 00:00:00,31715192293634,4,1172.5064561895415,0.07
368,2019-08-30 00:00:00,11144732554646,2,730.981881366661,0.07
369,2019-08-06 00:00:00,55739889810136,2,300.29611807816326,0.19
370,2019-09-26 00:00:00,39895860787460,4,694.2851864841365,0.19
371,2019-09-16 00:00:00,48400124929630,4,807.2546704530151,0.07
372,2019-08-26 00:00:00,51103039763707,2,671.317141691051,0.07
373,2019-10-06 00:00:00,76829596674521,2,806.5811023024405,0.19
374,2019-10-25 00:00:00,17118832922962,2,449.03359044399355,0.19
375,2019-09-17 00:00:00,49025145767044,1,155.63625662094108,0.07
376,2019-10-15 00:00:00,72678058511508,2,885.609380822123,0.07
377,2019-09-17 00:00:00,7244465631613,2,400.99108091916827,0.07
378,2019-08-19 00:00:00,68400291707473,1,870.1111120704394,0.19
379,2019-08-06 00:00:00,99094913875672,4,484.28421639662025,0.07
380,2019-10-17 00:00:00,54165718643254,2,266.2256086879843,0.19
381,2019-10-26 00:00:00,57020931945155,2,211.17976358209845,0.07
382,2019-09-17 00:00:00,74213960354355,3,293.74380550066263,0.19
383,2019-10-17 00:00:00,31381868671164,1,890.2811456831685,0.19
384,2019-08-30 00:00:00,56506946116975,1,154.16385661752992,0.19
385,2019-09-14 00:00:00,73774552595496,2,682.4854286338515,0.19
386,2019-08-31 00:00:00,87554666036875,4,674.6617141339136,0.07
387,2019-10-26 00:00:00,7286817259293,1,192.4200876505967,0.19
388,2019-11-03 00:00:00,32230429966306,1,576.6632057683632,0.07
389,2019-08-15 00:00:00,67532844698107,3,1111.8455911653796,0.19
390,2019-08-08 00:00:00,50606894824195,2,93.80330977821745,0.19
391,2019-09-03 00:00:00,80530189808403,1,405.9974210261303,0.07
392,2019-11-01 00:00:00,79330627814041,4,1033.6884422997725,0.07
393,2019-09-22 00:00:00,9717736031844,2,268.4065463594888,0.19
394,2019-08-13 00:00:00,66463378838003,3,830.6994322413797,0.19
395,2019-09-11 00:00:00,26065535427631,3,348.204311298348,0.19
396,2019-10-17 00:00:00,81234585034675,3,309.08261251937125,0.19
397,2019-08-11 00:00:00,2644138052568,4,695.6204472584236,0.19
398,2019-08-25 00:00:00,2748942206400,4,929.0030445536296,0.07
