id,datetime,visitor_id,device_type,revenue,tax,device_name
581,2019-08-18,64103041617809,1,855.5402099834353,0.07,Desktop
585,2019-09-01,21426907304644,1,819.0547338590629,0.07,Desktop
588,2019-10-30,84744045472749,1,324.0354311523559,0.19,Desktop
590,2019-08-11,4942622645162,1,881.2540621777606,0.19,Desktop
592,2019-09-21,5319379599401,1,408.7502039781388,0.07,Desktop
593,2019-10-10,56441911134948,1,223.85264945168717,0.07,Desktop
595,2019-10-07,16869537419352,1,662.4455470882227,0.19,Desktop
599,2019-08-29,53067635695797,1,1130.328755370356,0.19,Desktop
601,2019-10-07,68426833880194,1,557.4098617724284,0.19,Desktop
603,2019-09-07,8817779294713,1,782.9355897439953,0.19,Desktop
604,2019-08-26,42325377793163,1,848.6072242763021,0.07,Desktop
605,2019-10-16,84744045472749,1,721.536349931762,0.07,Desktop
609,2019-09-21,52130267774035,1,96.87630207470066,0.19,Desktop
611,2019-09-07,92028604144104,1,888.8848020768354,0.19,Desktop
616,2019-09-24,63379528476523,1,626.3214432227793,0.19,Desktop
617,2019-08-29,26879060198295,1,730.0347023519112,0.07,Desktop
622,2019-10-07,71267098590165,1,366.17893636485326,0.19,Desktop
628,2019-09-05,67204524028111,1,117.00501684124278,0.19,Desktop
630,2019-08-09,11548698009783,1,408.3047946626028,0.07,Desktop
638,2019-10-17,96395683384176,1,93.5012590497647,0.07,Desktop
645,2019-10-10,85329349401224,1,1030.7295226467888,0.07,Desktop
647,2019-09-02,79391122770262,1,328.7105699134453,0.07,Desktop
653,2019-10-22,60233157071797,1,175.99363378845135,0.19,Desktop
660,2019-09-01,72723774397808,1,540.7701740053988,0.19,Desktop
664,2019-08-31,92791518506689,1,733.6203526915468,0.07,Desktop
666,2019-09-04,76949673186214,1,840.8604026352173,0.19,Desktop
671,2019-09-04,99882032967955,1,331.3636811458072,0.19,Desktop
673,2019-10-11,48076008851343,1,399.3450485856967,0.19,Desktop
674,2019-08-29,45758483009125,1,1056.3144400734031,0.07,Desktop
675,2019-10-05,42221124483182,1,131.28121626554966,0.19,Desktop
677,2019-10-12,37826433035433,1,473.2832023152204,0.07,Desktop
687,2019-10-30,13585562094666,1,1198.7964098552673,0.19,Desktop
688,2019-08-22,74929356110456,1,501.8421813220224,0.19,Desktop
698,2019-09-22,60963276575017,1,990.5591402120328,0.07,Desktop
701,2019-10-16,25121155305913,1,1028.3831142216186,0.19,Desktop
702,2019-08-13,6224970231388,1,652.2483621979467,0.19,Desktop
708,2019-10-15,59031733116584,1,175.51115471453895,0.07,Desktop
709,2019-10-21,5008607746136,1,561.2542211490106,0.07,Desktop
710,2019-09-01,90472665013773,1,125.58922169609932,0.19,Desktop
712,2019-09-05,11346661602529,1,468.2952291018405,0.19,Desktop
713,2019-08-13,78907852066092,1,390.61043265905766,0.07,Desktop
714,2019-08-19,56440356877740,1,105.3617545738346,0.07,Desktop
716,2019-09-03,55205486927962,1,730.737911205989,0.19,Desktop
726,2019-10-18,96310795635244,1,468.6844941052482,0.19,Desktop
727,2019-08-23,5538355925325,1,1006.1871015514616,0.07,Desktop
729,2019-09-30,52069994340807,1,321.2709576535652,0.19,Desktop
731,2019-08-31,68089608114816,1,213.42965903032817,0.19,Desktop
744,2019-10-03,24933792135533,1,988.3137089169971,0.07,Desktop
753,2019-08-17,39342111339071,1,327.7023399043257,0.07,Desktop
754,2019-09-27,11869588401311,1,788.7985072629162,0.19,Desktop
760,2019-08-12,3979029989679,1,884.9868470728734,0.07,Desktop
768,2019-08-09,38984898671458,1,279.5634218065732,0.07,Desktop
771,2019-10-15,76949673186214,1,616.1392452179992,0.07,Desktop
774,2019-09-19,13244069602772,1,1075.434673992855,0.07,Desktop
777,2019-10-25,58232571788520,1,510.9849967036071,0.07,Desktop
781,2019-10-02,33826122967226,1,903.6425838526172,0.19,Desktop
784,2019-09-17,77954744812625,1,148.83317927584264,0.19,Desktop
794,2019-10-26,40293964423144,1,129.82394896580897,0.19,Desktop
799,2019-09-14,42221124483182,1,404.29901032115566,0.07,Desktop
801,2019-09-23,83396756579256,1,268.5698370150655,0.19,Desktop
806,2019-10-03,36983340838310,1,867.7285738200325,0.07,Desktop
818,2019-09-17,17251621323359,1,423.81355650219126,0.19,Desktop
823,2019-09-08,60335392323418,1,478.6774135856073,0.07,Desktop
833,2019-08-21,24286534524890,1,908.7898103116432,0.19,Desktop
838,2019-08-14,6795010069992,1,364.2293074968601,0.07,Desktop
839,2019-08-13,77268027062040,1,630.0153568922301,0.19,Desktop
840,2019-09-17,75755851929693,1,147.770226979787,0.19,Desktop
841,2019-09-27,57002670501313,1,803.7086927844493,0.19,Desktop
848,2019-11-02,49415932642098,1,622.2152089626632,0.07,Desktop
852,2019-09-20,97394392127922,1,896.3746728352123,0.07,Desktop
853,2019-10-22,85025521041544,1,735.1944220348927,0.07,Desktop
855,2019-09-05,88467278787671,1,1205.3581904049458,0.07,Desktop
856,2019-08-24,73304310970860,1,126.24127064355606,0.07,Desktop
857,2019-10-06,67177885726944,1,867.420091491854,0.19,Desktop
859,2019-10-22,46735096856415,1,1174.625291255618,0.07,Desktop
864,2019-10-08,65534869588802,1,179.11760239380237,0.07,Desktop
869,2019-11-01,11507595537152,1,462.3298059575879,0.07,Desktop
873,2019-08-10,91203681199771,1,4.438999012363221,0.19,Desktop
874,2019-10-12,4877495824848,1,142.48851914634264,0.19,Desktop
881,2019-08-12,48389266874447,1,73.43424581996473,0.19,Desktop
883,2019-09-11,1342407297569,1,1171.4343912367813,0.19,Desktop
894,2019-11-03,51080034023451,1,181.70355547124984,0.19,Desktop
897,2019-08-23,3030664548551,1,488.1738872618433,0.07,Desktop
907,2019-10-25,65124294188244,1,749.1685017676601,0.07,Desktop
908,2019-09-04,62220033259830,1,307.7401166564437,0.19,Desktop
909,2019-08-15,70661177473294,1,1124.0246442005966,0.19,Desktop
914,2019-08-21,90988844405428,1,483.9016583676002,0.07,Desktop
918,2019-09-01,64439865721597,1,293.4918623471532,0.19,Desktop
930,2019-10-06,21596513743966,1,599.6343427200521,0.07,Desktop
933,2019-10-30,65438226566028,1,143.76104336960253,0.19,Desktop
938,2019-11-03,32892103788094,1,585.9818412396157,0.07,Desktop
941,2019-08-12,73358493495996,1,1153.979055548848,0.19,Desktop
942,2019-08-23,53186872252244,1,1185.6599526736486,0.07,Desktop
948,2019-09-24,43480924951435,1,414.3257448424882,0.19,Desktop
958,2019-09-08,72714931690865,1,299.86457354503204,0.07,Desktop
959,2019-08-10,90888694432015,1,717.997469267885,0.19,Desktop
964,2019-09-22,88056017731488,1,604.9748947956488,0.19,Desktop
967,2019-09-01,63760843081902,1,787.7395218631434,0.19,Desktop
974,2019-09-12,88398451046126,1,58.83382147620712,0.19,Desktop
980,2019-10-28,47910103314482,1,751.9638282219387,0.19,Desktop
982,2019-10-28,30093703635883,1,533.0115549558586,0.19,Desktop
985,2019-08-21,68353914280837,1,409.541764824505,0.19,Desktop
988,2019-10-01,8281037412328,1,379.9293489345535,0.07,Desktop
994,2019-08-29,22961606968978,1,1217.0858393739363,0.07,Desktop
997,2019-10-17,43753632809176,1,74.60140033959937,0.07,Desktop
998,2019-10-01,78424877660206,1,1091.282062722897,0.07,Desktop
1012,2019-09-27,78571540704760,1,133.41661212300136,0.07,Desktop
1013,2019-11-01,96640897714443,1,744.309459661526,0.19,Desktop
1015,2019-09-02,32307462448541,1,753.8295842455321,0.07,Desktop
1016,2019-10-13,47835743176359,1,403.0568069955719,0.19,Desktop
1025,2019-10-07,37295627142155,1,1167.2546193337917,0.19,Desktop
1029,2019-09-14,25448430612017,1,208.57941263644216,0.07,Desktop
1034,2019-09-03,53508804122862,1,661.9884304760436,0.07,Desktop
1035,2019-09-10,39895860787460,1,706.8467746023832,0.07,Desktop
1038,2019-09-05,74815200313453,1,1088.7137001798849,0.07,Desktop
1045,2019-09-25,18830896993313,1,471.6040642595507,0.07,Desktop
1049,2019-09-20,2404178036246,1,429.74758917254,0.19,Desktop
1051,2019-08-17,93572413565367,1,741.472466164655,0.19,Desktop
1052,2019-09-04,84882876756187,1,214.21275222244395,0.19,Desktop
1054,2019-09-08,73930072469582,1,838.4395197499331,0.07,Desktop
1056,2019-08-17,88719422263938,1,542.6362456497845,0.07,Desktop
1057,2019-08-25,92862483328878,1,171.21723044666092,0.19,Desktop
1060,2019-09-16,35475628060412,1,1165.442038980482,0.19,Desktop
1063,2019-10-14,54175699294235,1,521.1325776844214,0.07,Desktop
1064,2019-09-18,37826433035433,1,815.5716597081563,0.07,Desktop
1065,2019-09-20,4665941795274,1,676.5106705491202,0.19,Desktop
1069,2019-09-05,5065699295963,1,944.8801658717036,0.07,Desktop
1070,2019-08-28,94148266922328,1,625.7840644758795,0.19,Desktop
1071,2019-08-21,80221992668689,1,1006.7053256050176,0.07,Desktop
1072,2019-10-05,22527063937238,1,313.94040756053965,0.07,Desktop
1073,2019-10-30,58842702930670,1,1005.383576526982,0.19,Desktop
1075,2019-11-01,32102818321659,1,52.4213596862698,0.19,Desktop
1080,2019-10-05,45193766493911,1,495.5035914627528,0.19,Desktop
1082,2019-10-25,60412089374438,1,135.80622451572185,0.07,Desktop
1083,2019-08-10,59020754453312,1,770.007257960384,0.19,Desktop
1086,2019-09-26,74032376396504,1,572.6143616073088,0.07,Desktop
1090,2019-10-15,11346661602529,1,504.004358726134,0.19,Desktop
1093,2019-09-04,29545492694555,1,1007.6162102232922,0.07,Desktop
1098,2019-09-18,33490195097988,1,1218.4899376462406,0.19,Desktop
1099,2019-10-13,61159460340600,1,507.1217746607831,0.19,Desktop
1101,2019-08-12,34758952572850,1,247.8279232335644,0.19,Desktop
1108,2019-08-07,58003310774462,1,780.1423092373497,0.07,Desktop
1110,2019-08-15,75913244253702,1,43.04225003150926,0.19,Desktop
1115,2019-10-02,11112899687692,1,883.934970272975,0.07,Desktop
1116,2019-10-18,14125283964321,1,254.9227297411348,0.19,Desktop
1123,2019-11-01,93194297258370,1,380.5972357692927,0.19,Desktop
1125,2019-08-27,17260591038477,1,12.12800501256756,0.07,Desktop
1126,2019-10-15,5337554742103,1,899.8513823014041,0.07,Desktop
1127,2019-10-14,57600634861198,1,832.8777918951582,0.19,Desktop
1128,2019-10-23,60229502330758,1,820.3416323295318,0.07,Desktop
1129,2019-09-19,83405914494207,1,411.2264713237345,0.19,Desktop
1132,2019-10-28,68366041950282,1,805.7849276165748,0.07,Desktop
1137,2019-11-02,76641665169770,1,235.0074800849319,0.07,Desktop
1139,2019-10-29,18382673212693,1,237.01177273107615,0.19,Desktop
1141,2019-08-23,61198519330067,1,622.307113195319,0.07,Desktop
1144,2019-10-08,2044117019336,1,387.6474558805198,0.07,Desktop
1149,2019-10-24,76093463049416,1,1217.2230591335403,0.19,Desktop
1151,2019-10-08,36601051764534,1,412.92827122569486,0.19,Desktop
1160,2019-10-15,18384947697526,1,265.82010890585286,0.19,Desktop
1162,2019-10-17,20075326831223,1,1101.1589345260002,0.07,Desktop
1171,2019-08-10,88151338068219,1,474.7521258597185,0.07,Desktop
1177,2019-11-01,32378971443683,1,424.09025995874026,0.19,Desktop
1178,2019-10-29,11649108962098,1,297.3719182344957,0.07,Desktop
1179,2019-10-19,82125459223668,1,718.6495446290819,0.07,Desktop
1180,2019-09-03,81411094580496,1,1166.631137699639,0.07,Desktop
1182,2019-08-14,33969270952950,1,80.52460786860192,0.07,Desktop
1185,2019-09-25,83240693556140,1,34.32809707708787,0.19,Desktop
1193,2019-10-13,58394180317408,1,696.4369417158315,0.07,Desktop
1199,2019-10-10,69989493689646,1,1076.89450502954,0.07,Desktop
1202,2019-08-30,81429640855024,1,878.2669443758198,0.07,Desktop
1204,2019-10-05,44332479533324,1,800.3590735384613,0.19,Desktop
1208,2019-08-16,37674515794558,1,132.76277065620437,0.19,Desktop
1213,2019-10-09,69472174452013,1,436.6215720808449,0.07,Desktop
1215,2019-09-10,82870136061479,1,814.1383987684496,0.07,Desktop
1218,2019-10-09,89468185343231,1,1165.382660807776,0.07,Desktop
1221,2019-09-27,90645917356494,1,85.26038143730727,0.19,Desktop
1222,2019-10-08,7280108930248,1,992.2794698010129,0.07,Desktop
1226,2019-09-26,25833905404805,1,1186.1749095346731,0.19,Desktop
1231,2019-11-03,96974654641602,1,739.696237705639,0.19,Desktop
1235,2019-09-08,51164547661861,1,5.45945553992655,0.19,Desktop
1237,2019-10-21,56506946116975,1,1218.2721401666256,0.07,Desktop
1239,2019-10-21,48741842548454,1,251.5028822587841,0.07,Desktop
1243,2019-11-04,26020630450918,1,431.0882584420335,0.07,Desktop
1251,2019-09-26,82125459223668,1,898.3034111219454,0.07,Desktop
1259,2019-10-29,26582231758997,1,508.9504368640538,0.07,Desktop
1261,2019-09-09,70469028943563,1,1087.5406940303935,0.07,Desktop
1278,2019-10-22,83396756579256,1,1076.2154065151856,0.19,Desktop
1279,2019-08-17,73306858973570,1,741.7497642333833,0.19,Desktop
1280,2019-10-25,51584104576649,1,870.2605053775292,0.07,Desktop
1283,2019-08-17,59529904590020,1,672.1541275792739,0.19,Desktop
1285,2019-08-27,44002364209135,1,1105.4400644444715,0.19,Desktop
1286,2019-08-06,65973009712269,1,891.6514337899462,0.07,Desktop
1292,2019-09-06,10690024487941,1,369.7357687205146,0.07,Desktop
1293,2019-08-19,55265756435397,1,380.8990049658784,0.07,Desktop
1299,2019-09-23,54090454120542,1,749.5297929785562,0.19,Desktop
1304,2019-08-14,22111293245897,1,1009.1948194898918,0.07,Desktop
1312,2019-10-02,70696340504890,1,583.0610812122774,0.19,Desktop
1313,2019-10-01,88384800532784,1,207.4032810263944,0.07,Desktop
1314,2019-09-20,17118832922962,1,1183.7276476240795,0.19,Desktop
1315,2019-10-01,83757271658146,1,898.8473590007229,0.07,Desktop
1318,2019-09-03,33208440188590,1,45.89814562762445,0.19,Desktop
1320,2019-08-31,70311454034242,1,594.9455394498732,0.19,Desktop
1326,2019-10-11,89191921144533,1,125.52682860494528,0.19,Desktop
1329,2019-11-02,45643678532810,1,509.4399056890434,0.07,Desktop
1337,2019-08-16,37747747590310,1,891.5019619213342,0.07,Desktop
1341,2019-10-07,40589928799929,1,248.24374198538752,0.19,Desktop
1347,2019-09-27,24549368711540,1,492.0622764816455,0.07,Desktop
1351,2019-11-03,52307078544757,1,416.5055795561336,0.07,Desktop
1355,2019-09-08,9466678528106,1,253.14025794715224,0.07,Desktop
1356,2019-08-11,59949320074757,1,766.2918553039897,0.07,Desktop
1358,2019-09-26,68280253191996,1,274.3477910011097,0.07,Desktop
1360,2019-10-16,91645596029977,1,620.1635694660058,0.07,Desktop
1362,2019-10-26,732811909558,1,66.83821884590513,0.19,Desktop
1365,2019-10-30,70311454034242,1,993.14406502777,0.19,Desktop
1369,2019-09-10,91214843931207,1,727.3161700576549,0.19,Desktop
1371,2019-09-18,3384450749421,1,180.71045602795388,0.07,Desktop
1378,2019-08-28,30539549865384,1,346.1958494071971,0.19,Desktop
1388,2019-08-18,3834222619038,1,605.8163560821389,0.07,Desktop
1393,2019-10-11,30287512975887,1,16.10129576549134,0.19,Desktop
1394,2019-10-14,20582627646441,1,1031.2230827040885,0.19,Desktop
1397,2019-09-08,57600634861198,1,652.1308371970727,0.19,Desktop
1400,2019-08-30,77210781506493,1,539.8018658951867,0.07,Desktop
1401,2019-09-03,30993768884758,1,253.563942684634,0.19,Desktop
1403,2019-08-13,35912709990422,1,270.3747290933147,0.07,Desktop
1407,2019-09-07,52485219170842,1,663.2251208366855,0.07,Desktop
1415,2019-09-27,77625437166605,1,560.5883484669456,0.19,Desktop
1416,2019-11-02,34548230345629,1,51.14005411525813,0.19,Desktop
1417,2019-08-07,74122820228519,1,114.16498610716948,0.07,Desktop
1426,2019-08-17,92075832400347,1,341.51172543476804,0.07,Desktop
1427,2019-09-11,92846295406134,1,984.0267727539566,0.19,Desktop
1437,2019-10-07,45101854301536,1,461.23298589926526,0.19,Desktop
1441,2019-09-26,88435314181568,1,748.298904399921,0.07,Desktop
1451,2019-10-10,67698563214537,1,525.1741862176758,0.07,Desktop
1464,2019-09-16,19420221035726,1,712.4160047220631,0.19,Desktop
1468,2019-10-22,45077068249049,1,578.8635905215464,0.07,Desktop
1473,2019-10-14,8711439466952,1,622.1587955455786,0.07,Desktop
1475,2019-10-24,74797193934497,1,1142.3396546108909,0.07,Desktop
1482,2019-10-16,72817627293976,1,1078.0302196629418,0.19,Desktop
1484,2019-09-16,68843223995518,1,497.0572101237265,0.19,Desktop
1489,2019-10-12,54145933160851,1,592.8246159253821,0.07,Desktop
1490,2019-11-01,37837691951475,1,705.6630966787523,0.07,Desktop
1491,2019-10-23,11579339919848,1,142.2659398089874,0.07,Desktop
1492,2019-08-27,94526403712831,1,188.87149627281764,0.19,Desktop
1498,2019-08-28,18655888836872,1,65.81054262916297,0.19,Desktop
1507,2019-08-13,76142071910644,1,531.2081465200829,0.07,Desktop
1514,2019-09-01,24393646781776,1,249.6973101964261,0.19,Desktop
1518,2019-10-11,76995688239711,1,1084.4156217396535,0.19,Desktop
1521,2019-10-03,85729807468173,1,198.69297561498223,0.07,Desktop
1525,2019-09-10,54363125176656,1,964.9586462567383,0.07,Desktop
1535,2019-08-16,97387717610795,1,387.09914201417735,0.19,Desktop
1536,2019-10-21,33579866993692,1,591.7093504157328,0.19,Desktop
1539,2019-10-23,53802011890484,1,688.9307208204755,0.19,Desktop
